Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	ctrlSubtracted	CLSC	Specificity
NSP1-K164A-H165A-Nt	geneid:2010;refseq:NP_000108;uniprot:P50402	EMD	3|7	10	5.00	2	7|9|13|7|8|0|0|0|6|7|8|14	0.00	0.00	0.00	0.00	0.00	-42.91	0.42	0.53	0	0	0
NSP1-K164A-H165A-Nt	geneid:2073;refseq:NP_000114;uniprot:P28715	ERCC5	4|0	4	2.00	2	0|0|4|9|7|0|0|0|2|6|12|10	0.00	0.00	0.00	0.00	0.00	-45.38	0.19	0.62	0	0	0
NSP1-K164A-H165A-Nt	geneid:2632;refseq:NP_000149;uniprot:Q04446	GBE1	3|0	3	1.50	2	7|13|8|4|7|0|0|0|6|4|3|5	0.00	0.00	0.00	0.00	0.00	-40.99	0.16	0.62	0	0	0
NSP1-K164A-H165A-Nt	geneid:4548;refseq:NP_000245;uniprot:Q99707	MTR	10|6	16	8.00	2	18|13|9|12|11|0|0|0|10|9|9|8	0.00	0.00	0.00	0.00	0.00	-45.35	0.56	0.54	0	0	0
NSP1-K164A-H165A-Nt	geneid:4952;refseq:NP_000267;uniprot:Q01968	OCRL	12|12	24	12.00	2	27|23|20|21|22|0|0|0|22|24|19|23	0.00	0.00	0.00	0.00	0.00	-74.00	0.49	0.62	0	0	0
NSP1-K164A-H165A-Nt	geneid:6949;refseq:NP_001128715;uniprot:Q13428	TCOF1	10|12	22	11.00	2	2|0|18|29|26|0|0|0|26|34|17|22	0.00	0.00	0.00	0.00	0.00	-98.95	0.37	0.62	0	0	0
NSP1-K164A-H165A-Nt	geneid:2539;refseq:NP_000393;uniprot:P11413	G6PD	82|109	191	95.50	2	168|166|141|96|108|0|2|0|148|145|129|156	0.00	0.00	0.00	0.00	0.00	-481.08	0.58	0.62	0	0	0
NSP1-K164A-H165A-Nt	geneid:3141;refseq:NP_000402;uniprot:P50747	HLCS	7|3	10	5.00	2	3|0|0|2|0|0|7|6|3|0|0|0	0.00	0.00	0.00	0.00	0.00	-15.75	0.94	0.34	3.25	3.49	0.75
NSP1-K164A-H165A-Nt	geneid:5096;refseq:NP_000523;uniprot:P05166	PCCB	13|6	19	9.50	2	0|0|0|0|0|2|8|12|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-17.67	1.30	0.32	7.67	11.1	1.61
NSP1-K164A-H165A-Nt	geneid:191;refseq:NP_000678;uniprot:P23526	AHCY	9|18	27	13.50	2	25|31|13|30|17|0|3|0|30|32|29|25	0.00	0.00	0.00	0.00	0.00	-107.03	0.44	0.62	0	0	0
