Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	ctrlSubtracted	CLSC	Specificity
NSP3-Nt	geneid:2539;refseq:NP_000393;uniprot:P11413	G6PD	30|32	62	31.00	2	168|166|141|96|108|0|2|0|148|145|129|156	0.00	0.00	0.00	0.00	0.00	-612.04	0.19	0.62	0	0	0
NSP3-Nt	geneid:3141;refseq:NP_000402;uniprot:P50747	HLCS	13|10	23	11.50	2	3|0|0|2|0|0|7|6|3|0|0|0	0.09	0.18	0.09	0.17	0.09	-5.51	2.16	0.20	9.75	7.32	2.26
NSP3-Nt	geneid:5096;refseq:NP_000523;uniprot:P05166	PCCB	17|12	29	14.50	2	0|0|0|0|0|2|8|12|0|0|0|0	0.01	0.01	0.01	0.01	0.01	-9.55	1.98	0.25	12.67	12.81	2.71
NSP3-Nt	geneid:301;refseq:NP_000691;uniprot:P04083	ANXA1	18|24	42	21.00	2	65|84|96|67|70|0|0|0|84|78|79|77	0.00	0.00	0.00	0.00	0.00	-324.26	0.24	0.62	0	0	0
NSP3-Nt	geneid:5091;refseq:NP_000911;uniprot:P11498	PC	1908|2075	3983	1991.50	2	868|884|226|225|242|1091|926|506|838|792|401|516	0.00	0.00	0.00	0.00	0.00	-inf	2.06	0.62	1365.25	631.63	3.09
NSP3-Nt	geneid:6124;refseq:NP_000959;uniprot:P36578	RPL4	3|0	3	1.50	2	0|0|4|5|4|0|6|0|3|4|0|0	0.00	0.00	0.00	0.00	0.00	-21.66	0.30	0.41	0	0	0
NSP3-Nt	geneid:6125;refseq:NP_000960;uniprot:P46777	RPL5	15|13	28	14.00	2	27|23|4|0|3|0|3|0|21|23|17|15	0.00	0.00	0.00	0.00	0.00	-70.55	0.58	0.58	2.67	4.9	0.11
NSP3-Nt	geneid:6128;refseq:NP_000961;uniprot:Q02878	RPL6	7|6	13	6.50	2	19|17|12|4|12|7|4|0|16|15|14|13	0.00	0.00	0.00	0.00	0.00	-57.56	0.38	0.62	0	0	0
NSP3-Nt	geneid:6144;refseq:NP_000973;uniprot:P46778	RPL21	3|2	5	2.50	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	0.99	0.98	0.99	0.98	3.14	25.00	0.00	2.5	8.52	0.49
NSP3-Nt	geneid:6146;refseq:NP_000974;uniprot:P35268	RPL22	2|2	4	2.00	2	0|0|0|0|0|0|2|0|0|0|0|0	0.45	0.45	0.45	0.45	0.45	-0.19	3.00	0.16	1.83	7.79	1.28
NSP3-Nt	geneid:6154;refseq:NP_000978;uniprot:P61254	RPL26	6|5	11	5.50	2	2|0|0|0|0|0|3|0|2|0|0|0	0.22	0.33	0.22	0.33	0.22	-2.03	2.36	0.19	4.92	18.49	0.72
NSP3-Nt	geneid:6155;refseq:NP_000979;uniprot:P61353	RPL27	3|2	5	2.50	2	0|2|0|0|0|0|0|0|3|2|0|0	0.01	0.01	0.01	0.01	0.01	-6.26	1.07	0.25	1.92	7.69	0.37
NSP3-Nt	geneid:6164;refseq:NP_000986;uniprot:P49207	RPL34	3|4	7	3.50	2	0|3|0|0|0|0|5|0|3|0|0|3	0.00	0.00	0.00	0.00	0.00	-9.52	0.95	0.31	2.33	10.85	1.01
NSP3-Nt	geneid:302;refseq:NP_001002857;uniprot:P07355	ANXA2	23|18	41	20.50	2	74|88|75|62|60|0|7|0|89|75|69|82	0.00	0.00	0.00	0.00	0.00	-317.11	0.24	0.62	0	0	0
NSP3-Nt	geneid:6202;refseq:NP_001003;uniprot:P62241	RPS8	5|7	12	6.00	2	3|5|0|0|0|0|7|2|8|7|5|4	0.00	0.00	0.00	0.00	0.00	-19.74	0.82	0.43	2.58	6.76	0.29
NSP3-Nt	geneid:10814;refseq:NP_001008221;uniprot:Q6PUV4	CPLX2	3|4	7	3.50	2	17|12|12|7|8|0|0|0|13|14|15|17	0.00	0.00	0.00	0.00	0.00	-61.34	0.21	0.62	0	0	0
NSP3-Nt	geneid:388698;refseq:NP_001014364;uniprot:Q5D862	FLG2	5|0	5	2.50	2	0|0|0|0|5|0|5|0|0|0|0|0	0.00	0.01	0.00	0.01	0.00	-14.14	0.75	0.26	1.67	0.38	0.83
NSP3-Nt	geneid:6228;refseq:NP_001016;uniprot:P62266	RPS23	4|2	6	3.00	2	0|3|0|0|0|0|0|0|2|2|0|0	0.02	0.03	0.02	0.03	0.02	-6.26	1.29	0.23	2.42	9.22	0.67
NSP3-Nt	geneid:26135;refseq:NP_001018077;uniprot:Q8NC51	SERBP1	2|0	2	1.00	2	18|21|19|15|18|0|0|0|15|13|14|12	0.00	0.00	0.00	0.00	0.00	-85.57	0.05	0.62	0	0	0
NSP3-Nt	geneid:7311;refseq:NP_001029102;uniprot:P62987	UBA52	6|7	13	6.50	2	4|15|2|3|4|0|0|0|15|10|29|35	0.00	0.00	0.00	0.00	0.00	-94.83	0.25	0.62	0	0	0
NSP3-Nt	geneid:554313;refseq:NP_001029249;uniprot:P62805	H4C15	2|3	5	2.50	2	0|0|7|6|7|0|8|4|6|4|3|4	0.00	0.00	0.00	0.00	0.00	-25.95	0.34	0.62	0	0	0
NSP3-Nt	geneid:1982;refseq:NP_001166176;uniprot:P78344	EIF4G2	7|6	13	6.50	2	85|104|105|89|101|0|0|0|91|87|97|107	0.00	0.00	0.00	0.00	0.00	-441.92	0.06	0.62	0	0	0
NSP3-Nt	geneid:7086;refseq:NP_001055;uniprot:P29401	TKT	10|17	27	13.50	2	44|43|47|47|44|0|9|0|47|48|46|52	0.00	0.00	0.00	0.00	0.00	-180.70	0.28	0.62	0	0	0
NSP3-Nt	geneid:8653;refseq:NP_001116137;uniprot:O15523	DDX3Y	2|4	6	3.00	2	53|60|55|48|45|0|0|0|49|52|56|55	0.00	0.00	0.00	0.00	0.00	-244.32	0.05	0.62	0	0	0
NSP3-Nt	geneid:57698;refseq:NP_001120683;uniprot:A0MZ66	SHTN1	6|5	11	5.50	2	46|42|50|36|39|0|0|0|51|56|42|56	0.00	0.00	0.00	0.00	0.00	-220.33	0.10	0.62	0	0	0
NSP3-Nt	geneid:9898;refseq:NP_001120792;uniprot:Q14157	UBAP2L	9|8	17	8.50	2	41|64|39|39|37|0|0|0|37|41|48|38	0.00	0.00	0.00	0.00	0.00	-195.07	0.17	0.62	0	0	0
NSP3-Nt	geneid:94121;refseq:NP_001123368;uniprot:Q96C24	SYTL4	7|5	12	6.00	2	61|58|40|28|29|0|0|0|49|48|56|50	0.00	0.00	0.00	0.00	0.00	-237.91	0.10	0.62	0	0	0
NSP3-Nt	geneid:3267;refseq:NP_001128659;uniprot:P52594	AGFG1	13|8	21	10.50	2	110|114|96|74|81|0|0|0|107|109|74|81	0.00	0.00	0.00	0.00	0.00	-458.87	0.09	0.62	0	0	0
NSP3-Nt	geneid:9825;refseq:NP_001129245;uniprot:Q9UM82	SPATA2	10|5	15	7.50	2	35|52|16|13|18|0|0|0|38|37|52|62	0.00	0.00	0.00	0.00	0.00	-224.73	0.14	0.62	0	0	0
NSP3-Nt	geneid:10134;refseq:NP_001132913;uniprot:P51572	BCAP31	3|2	5	2.50	2	9|11|11|9|6|0|0|0|5|6|6|8	0.00	0.00	0.00	0.00	0.00	-38.58	0.24	0.62	0	0	0
NSP3-Nt	geneid:23111;refseq:NP_001135766;uniprot:Q8N0X7	SPART	2|0	2	1.00	2	23|38|20|22|22|0|0|0|53|44|24|27	0.00	0.00	0.00	0.00	0.00	-200.62	0.02	0.62	0	0	0
NSP3-Nt	geneid:80153;refseq:NP_001135915;uniprot:Q96F86	EDC3	2|0	2	1.00	2	69|70|48|38|46|0|0|0|53|49|54|48	0.00	0.00	0.00	0.00	0.00	-287.46	0.02	0.62	0	0	0
NSP3-Nt	geneid:6729;refseq:NP_003127;uniprot:P61011	SRP54	13|12	25	12.50	2	43|44|43|36|33|0|0|0|44|48|38|37	0.00	0.00	0.00	0.00	0.00	-159.44	0.28	0.62	0	0	0
NSP3-Nt	geneid:11276;refseq:NP_009178;uniprot:Q9UMZ2	SYNRG	20|23	43	21.50	2	179|196|101|102|94|0|0|0|170|147|178|201	0.00	0.00	0.00	0.00	0.00	-inf	0.11	0.62	0	0	0
NSP3-Nt	geneid:6734;refseq:NP_001171313;uniprot:P08240	SRPRA	3|4	7	3.50	2	10|8|23|21|15|0|0|0|11|10|8|6	0.00	0.00	0.00	0.00	0.00	-75.70	0.18	0.62	0	0	0
NSP3-Nt	geneid:23344;refseq:NP_001171725;uniprot:Q9BSJ8	ESYT1	3|4	7	3.50	2	22|15|11|12|18|0|0|0|15|13|11|11	0.00	0.00	0.00	0.00	0.00	-69.94	0.19	0.62	0	0	0
NSP3-Nt	geneid:1465;refseq:NP_001180499;uniprot:P21291	CSRP1	2|2	4	2.00	2	6|11|4|3|4|0|0|0|8|10|10|10	0.00	0.00	0.00	0.00	0.00	-38.59	0.19	0.62	0	0	0
NSP3-Nt	geneid:1981;refseq:NP_937887;uniprot:Q04637	EIF4G1	8|10	18	9.00	2	75|110|46|51|53|0|0|0|76|82|83|75	0.00	0.00	0.00	0.00	0.00	-373.10	0.10	0.62	0	0	0
NSP3-Nt	geneid:3428;refseq:NP_005522;uniprot:Q16666	IFI16	4|5	9	4.50	2	49|63|38|31|29|0|0|0|51|51|49|45	0.00	0.00	0.00	0.00	0.00	-227.01	0.08	0.62	0	0	0
NSP3-Nt	geneid:7295;refseq:NP_001231867;uniprot:P10599	TXN	9|12	21	10.50	2	83|74|24|17|19|0|2|3|136|48|45|79	0.00	0.00	0.00	0.00	0.00	-402.45	0.11	0.62	0	0	0
NSP3-Nt	geneid:2597;refseq:NP_002037;uniprot:P04406	GAPDH	16|11	27	13.50	2	24|26|6|3|12|0|28|12|26|25|24|16	0.00	0.00	0.00	0.00	0.00	-84.25	0.51	0.62	0	0	0
NSP3-Nt	geneid:1975;refseq:NP_001408;uniprot:P23588	EIF4B	10|7	17	8.50	2	86|112|61|60|59|0|0|0|89|97|78|87	0.00	0.00	0.00	0.00	0.00	-411.19	0.09	0.62	0	0	0
NSP3-Nt	geneid:3476;refseq:NP_001542;uniprot:P78318	IGBP1	4|2	6	3.00	2	34|28|39|29|31|0|0|0|36|40|30|34	0.00	0.00	0.00	0.00	0.00	-161.31	0.08	0.62	0	0	0
NSP3-Nt	geneid:3930;refseq:NP_002287;uniprot:Q14739	LBR	8|9	17	8.50	2	15|22|25|17|17|0|0|0|18|15|17|18	0.00	0.00	0.00	0.00	0.00	-70.72	0.39	0.62	0	0	0
NSP3-Nt	geneid:5250;refseq:NP_002626;uniprot:Q00325	SLC25A3	8|4	12	6.00	2	9|8|0|0|0|0|3|2|7|8|19|13	0.00	0.00	0.00	0.00	0.00	-47.14	0.44	0.54	0.25	0.38	0.01
NSP3-Nt	geneid:6624;refseq:NP_003079;uniprot:Q16658	FSCN1	3|4	7	3.50	2	5|0|0|0|0|0|0|0|0|0|0|0	0.24	0.34	0.23	0.32	0.24	-1.80	2.10	0.18	3.08	3.4	0.25
NSP3-Nt	geneid:6774;refseq:NP_003141;uniprot:P40763	STAT3	4|4	8	4.00	2	93|93|63|65|61|0|0|0|94|78|77|81	0.00	0.00	0.00	0.00	0.00	-397.19	0.04	0.62	0	0	0
NSP3-Nt	geneid:7082;refseq:NP_003248;uniprot:Q07157	TJP1	5|6	11	5.50	2	142|184|105|129|136|0|0|0|152|147|154|163	0.00	0.00	0.00	0.00	0.00	-inf	0.03	0.62	0	0	0
NSP3-Nt	geneid:8140;refseq:NP_003477;uniprot:Q01650	SLC7A5	4|0	4	2.00	2	3|0|0|2|4|0|0|0|7|8|2|3	0.00	0.00	0.00	0.00	0.00	-27.63	0.32	0.44	0	0	0
NSP3-Nt	geneid:3192;refseq:NP_004492;uniprot:Q00839	HNRNPU	2|0	2	1.00	2	6|3|22|18|24|0|11|0|21|25|13|15	0.00	0.00	0.00	0.00	0.00	-104.89	0.04	0.62	0	0	0
