Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	ctrlSubtracted	CLSC	Specificity
NSP4-Nt	geneid:538;refseq:NP_000043;uniprot:Q04656	ATP7A	24|19	43	21.50	2	0|0|0|0|2|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	11.13	32.25	0.00	21.33	7.82	3.63
NSP4-Nt	geneid:1535;refseq:NP_000092;uniprot:P13498	CYBA	3|2	5	2.50	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	0.99	0.98	0.99	0.98	3.14	25.00	0.00	2.5	7.05	2.71
NSP4-Nt	geneid:1738;refseq:NP_000099;uniprot:P09622	DLD	6|6	12	6.00	2	4|5|0|0|0|0|0|0|0|0|0|0	0.05	0.05	0.06	0.06	0.06	-2.80	2.00	0.21	5.25	5.67	0.84
NSP4-Nt	geneid:1836;refseq:NP_000103;uniprot:P50443	SLC26A2	6|5	11	5.50	2	0|0|0|0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	8.41	55.00	0.00	5.5	4.09	3.45
NSP4-Nt	geneid:2010;refseq:NP_000108;uniprot:P50402	EMD	66|78	144	72.00	2	7|9|13|7|8|0|0|0|6|7|8|14	1.00	1.00	1.00	1.00	1.00	39.16	6.00	0.00	65.42	141.66	4.81
NSP4-Nt	geneid:2052;refseq:NP_000111;uniprot:P07099	EPHX1	13|14	27	13.50	2	0|0|0|0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	20.96	135.00	0.00	13.5	16.32	2.26
NSP4-Nt	geneid:2697;refseq:NP_000156;uniprot:P17302	GJA1	6|8	14	7.00	2	0|0|0|0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	10.02	70.00	0.00	7	10.08	2.6
NSP4-Nt	geneid:3030;refseq:NP_000173;uniprot:P40939	HADHA	10|10	20	10.00	2	0|0|2|0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	5.73	15.00	0.00	9.83	7.09	1.72
NSP4-Nt	geneid:3655;refseq:NP_000201;uniprot:P23229	ITGA6	8|7	15	7.50	2	0|0|0|0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	11.64	75.00	0.00	7.5	3.84	3.33
NSP4-Nt	geneid:182;refseq:NP_000205;uniprot:P78504	JAG1	11|23	34	17.00	2	0|0|0|0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	17.89	170.00	0.00	17	7.68	4.65
NSP4-Nt	geneid:4860;refseq:NP_000261;uniprot:P00491	PNP	3|0	3	1.50	2	0|0|0|0|0|0|0|0|0|0|0|0	0.50	0.99	0.50	0.99	0.50	-1.43	15.00	0.07	1.5	2.85	1.37
NSP4-Nt	geneid:4864;refseq:NP_000262;uniprot:O15118	NPC1	9|10	19	9.50	2	0|0|0|0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	14.76	95.00	0.00	9.5	4.09	2.1
NSP4-Nt	geneid:5213;refseq:NP_000280;uniprot:P08237	PFKM	6|7	13	6.50	2	6|0|5|2|6|0|0|0|5|0|0|3	0.00	0.00	0.00	0.00	0.00	-12.22	1.15	0.36	4.25	3	1.09
