Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	ctrlSubtracted	CLSC	Specificity
NSP13-Nt	geneid:226;refseq:NP_000025;uniprot:P04075	ALDOA	6|3	9	4.50	2	0|0|0|0|0|0|3|0|0|0|0|0	0.68	0.85	0.67	0.84	0.68	-0.03	4.50	0.02	4.25	8.15	0.96
NSP13-Nt	geneid:675;refseq:NP_000050;uniprot:P51587	BRCA2	8|5	13	6.50	2	4|0|6|15|12|0|0|0|37|31|21|19	0.00	0.00	0.00	0.00	0.00	-112.37	0.22	0.62	0	0	0
NSP13-Nt	geneid:2010;refseq:NP_000108;uniprot:P50402	EMD	6|5	11	5.50	2	7|9|13|7|8|0|0|0|6|7|8|14	0.00	0.00	0.00	0.00	0.00	-38.01	0.46	0.62	0	0	0
NSP13-Nt	geneid:2108;refseq:NP_000117;uniprot:P13804	ETFA	3|2	5	2.50	2	4|3|0|0|0|0|0|0|0|0|0|0	0.01	0.01	0.01	0.01	0.01	-5.97	1.07	0.25	1.92	4.02	0.49
NSP13-Nt	geneid:2632;refseq:NP_000149;uniprot:Q04446	GBE1	9|7	16	8.00	2	7|13|8|4|7|0|0|0|6|4|3|5	0.00	0.00	0.00	0.00	0.00	-23.92	0.86	0.47	3.25	3.23	1.06
NSP13-Nt	geneid:3030;refseq:NP_000173;uniprot:P40939	HADHA	3|2	5	2.50	2	0|0|2|0|0|0|0|0|0|0|0|0	0.56	0.67	0.55	0.66	0.56	-0.22	3.75	0.02	2.33	2.13	0.37
NSP13-Nt	geneid:4548;refseq:NP_000245;uniprot:Q99707	MTR	5|5	10	5.00	2	18|13|9|12|11|0|0|0|10|9|9|8	0.00	0.00	0.00	0.00	0.00	-47.64	0.35	0.62	0	0	0
NSP13-Nt	geneid:4952;refseq:NP_000267;uniprot:Q01968	OCRL	31|19	50	25.00	2	27|23|20|21|22|0|0|0|22|24|19|23	0.00	0.00	0.00	0.00	0.00	-60.72	1.01	0.55	8.25	6.39	0.86
NSP13-Nt	geneid:5830;refseq:NP_000310;uniprot:P50542	PEX5	12|18	30	15.00	2	6|10|5|5|10|0|0|0|11|8|8|5	0.00	0.00	0.00	0.00	0.00	-19.95	1.45	0.37	9.33	10.32	7.92
NSP13-Nt	geneid:2539;refseq:NP_000393;uniprot:P11413	G6PD	114|114	228	114.00	2	168|166|141|96|108|0|2|0|148|145|129|156	0.00	0.00	0.00	0.00	0.00	-418.99	0.70	0.62	9.08	11.63	0.55
NSP13-Nt	geneid:5048;refseq:NP_000421;uniprot:P43034	PAFAH1B1	10|12	22	11.00	2	0|0|2|0|0|0|0|0|2|3|0|3	0.98	1.00	0.98	0.99	0.98	3.06	4.12	0.00	10.17	17.31	1.11
NSP13-Nt	geneid:190;refseq:NP_000466;uniprot:P51843	NR0B1	3|4	7	3.50	2	0|0|3|2|0|0|0|0|0|0|0|0	0.16	0.25	0.16	0.23	0.16	-2.47	2.10	0.19	3.08	4.57	6.46
NSP13-Nt	geneid:5096;refseq:NP_000523;uniprot:P05166	PCCB	4|3	7	3.50	2	0|0|0|0|0|2|8|12|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-23.15	0.48	0.47	1.67	2.16	0.33
NSP13-Nt	geneid:2936;refseq:NP_000628;uniprot:P00390	GSR	6|2	8	4.00	2	4|2|4|3|2|0|0|0|4|3|0|0	0.00	0.00	0.00	0.00	0.00	-12.42	1.00	0.29	2.17	2.9	0.37
NSP13-Nt	geneid:6133;refseq:NP_000652;uniprot:P32969	RPL9	6|4	10	5.00	2	0|0|0|0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.92	50.00	0.00	5	18.18	1.38
NSP13-Nt	geneid:301;refseq:NP_000691;uniprot:P04083	ANXA1	72|58	130	65.00	2	65|84|96|67|70|0|0|0|84|78|79|77	0.00	0.00	0.00	0.00	0.00	-232.29	0.74	0.62	6.67	13.46	0.9
NSP13-Nt	geneid:3482;refseq:NP_000867;uniprot:P11717	IGF2R	4|3	7	3.50	2	6|6|2|0|0|0|0|0|4|2|0|0	0.00	0.00	0.00	0.00	0.00	-15.68	0.66	0.41	1.83	0.51	0.06
NSP13-Nt	geneid:1728;refseq:NP_000894;uniprot:P15559	NQO1	7|9	16	8.00	2	6|9|6|5|3|0|3|0|7|7|4|4	0.00	0.00	0.00	0.00	0.00	-17.83	1.04	0.42	3.5	8.92	0.59
NSP13-Nt	geneid:5091;refseq:NP_000911;uniprot:P11498	PC	427|414	841	420.50	2	868|884|226|225|242|1091|926|506|838|792|401|516	0.00	0.00	0.00	0.00	0.00	-inf	0.43	0.62	0	0	0
NSP13-Nt	geneid:5430;refseq:NP_000928;uniprot:P24928	POLR2A	11|7	18	9.00	2	3|2|6|10|7|0|0|0|4|4|5|3	0.00	0.00	0.00	0.00	0.00	-17.79	1.17	0.38	5.33	1.89	3.44
NSP13-Nt	geneid:5431;refseq:NP_000929;uniprot:P30876	POLR2B	3|0	3	1.50	2	8|6|4|5|9|0|0|0|5|4|0|2	0.00	0.00	0.00	0.00	0.00	-33.51	0.20	0.62	0	0	0
NSP13-Nt	geneid:5479;refseq:NP_000933;uniprot:P23284	PPIB	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0|0|0|0	0.48	0.96	0.48	0.96	0.48	-1.40	10.00	0.10	1	3.23	0.27
NSP13-Nt	geneid:6124;refseq:NP_000959;uniprot:P36578	RPL4	4|5	9	4.50	2	0|0|4|5|4|0|6|0|3|4|0|0	0.00	0.00	0.00	0.00	0.00	-12.09	0.90	0.36	2.33	3.81	0.74
NSP13-Nt	geneid:6125;refseq:NP_000960;uniprot:P46777	RPL5	34|35	69	34.50	2	27|23|4|0|3|0|3|0|21|23|17|15	0.00	0.00	0.00	0.00	0.00	-36.92	1.42	0.53	23.17	54.45	1.03
NSP13-Nt	geneid:6128;refseq:NP_000961;uniprot:Q02878	RPL6	39|34	73	36.50	2	19|17|12|4|12|7|4|0|16|15|14|13	0.00	0.00	0.00	0.00	0.00	-13.09	2.11	0.30	25.42	61.61	1.47
NSP13-Nt	geneid:6129;refseq:NP_000962;uniprot:P18124	RPL7	14|13	27	13.50	2	0|0|0|0|0|0|3|0|0|0|0|0	0.99	0.99	0.99	1.00	0.99	5.01	13.50	0.00	13.25	37.29	2.1
NSP13-Nt	geneid:6130;refseq:NP_000963;uniprot:P62424	RPL7A	7|6	13	6.50	2	0|0|3|0|0|0|3|0|0|0|0|0	0.64	0.76	0.76	0.85	0.76	0.73	3.25	0.02	6	15.74	0.72
NSP13-Nt	geneid:6132;refseq:NP_000964;uniprot:P62917	RPL8	3|0	3	1.50	2	0|0|0|0|0|0|0|0|0|0|0|0	0.50	0.99	0.50	0.99	0.50	-1.35	15.00	0.07	1.5	4.07	0.55
NSP13-Nt	geneid:9349;refseq:NP_000969;uniprot:P62829	RPL23	4|3	7	3.50	2	0|0|0|0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	5.17	35.00	0.00	3.5	17.45	1.16
NSP13-Nt	geneid:6142;refseq:NP_000971;uniprot:Q02543	RPL18A	3|5	8	4.00	2	0|0|0|0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	5.42	40.00	0.00	4	15.86	0.68
NSP13-Nt	geneid:6144;refseq:NP_000973;uniprot:P46778	RPL21	6|6	12	6.00	2	0|0|0|0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	10.27	60.00	0.00	6	26.17	1.26
NSP13-Nt	geneid:6146;refseq:NP_000974;uniprot:P35268	RPL22	3|5	8	4.00	2	0|0|0|0|0|0|2|0|0|0|0|0	0.78	0.90	0.81	0.92	0.81	0.89	6.00	0.01	3.83	20.89	2.84
NSP13-Nt	geneid:6152;refseq:NP_000977;uniprot:P83731	RPL24	2|2	4	2.00	2	5|3|6|3|3|0|3|0|3|3|0|3	0.00	0.00	0.00	0.00	0.00	-14.45	0.43	0.62	0	0	0
NSP13-Nt	geneid:6154;refseq:NP_000978;uniprot:P61254	RPL26	7|8	15	7.50	2	2|0|0|0|0|0|3|0|2|0|0|0	0.74	0.85	0.79	0.88	0.79	0.82	3.21	0.01	6.92	33.31	1.04
NSP13-Nt	geneid:6155;refseq:NP_000979;uniprot:P61353	RPL27	7|9	16	8.00	2	0|2|0|0|0|0|0|0|3|2|0|0	0.79	0.95	0.82	0.96	0.82	0.79	3.43	0.01	7.42	38.08	1.5
NSP13-Nt	geneid:6156;refseq:NP_000980;uniprot:P62888	RPL30	3|4	7	3.50	2	0|0|0|0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	4.99	35.00	0.00	3.5	21.24	1.06
NSP13-Nt	geneid:6157;refseq:NP_000981;uniprot:P46776	RPL27A	6|6	12	6.00	2	0|0|0|0|0|0|2|0|2|0|0|0	0.96	0.96	0.97	0.97	0.97	3.63	4.50	0.00	5.67	26.74	1.43
NSP13-Nt	geneid:6158;refseq:NP_000982;uniprot:P46779	RPL28	6|10	16	8.00	2	0|0|0|0|0|0|0|0|8|6|0|0	0.01	0.03	0.01	0.03	0.01	-8.08	1.71	0.24	6.83	34.8	1.08
NSP13-Nt	geneid:6164;refseq:NP_000986;uniprot:P49207	RPL34	5|2	7	3.50	2	0|3|0|0|0|0|5|0|3|0|0|3	0.00	0.00	0.00	0.00	0.00	-10.70	0.95	0.29	2.33	13.9	0.99
NSP13-Nt	geneid:6165;refseq:NP_000987;uniprot:P18077	RPL35A	6|6	12	6.00	2	0|0|0|0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	10.03	60.00	0.00	6	38.07	1.91
NSP13-Nt	geneid:6175;refseq:NP_000993;uniprot:P05388	RPLP0	7|7	14	7.00	2	7|8|13|9|11|0|0|0|7|4|7|8	0.00	0.00	0.00	0.00	0.00	-29.64	0.64	0.51	0.83	1.83	0.48
NSP13-Nt	geneid:6194;refseq:NP_001001;uniprot:P62753	RPS6	3|2	5	2.50	2	0|0|0|0|0|0|2|0|0|0|0|0	0.56	0.67	0.69	0.78	0.69	0.39	3.75	0.02	2.33	6.53	0.57
NSP13-Nt	geneid:6876;refseq:NP_001001522;uniprot:Q01995	TAGLN	2|0	2	1.00	2	0|3|0|5|2|0|0|0|4|6|0|0	0.00	0.00	0.00	0.00	0.00	-21.71	0.20	0.43	0	0	0
NSP13-Nt	geneid:84632;refseq:NP_001001936;uniprot:Q8N4X5	AFAP1L2	8|5	13	6.50	2	6|6|5|11|6|0|0|0|13|12|12|8	0.00	0.00	0.00	0.00	0.00	-39.46	0.53	0.52	0	0	0
NSP13-Nt	geneid:10600;refseq:NP_001001992;uniprot:Q9Y5T5	USP16	7|3	10	5.00	2	7|9|0|0|2|0|0|0|4|5|4|4	0.00	0.00	0.00	0.00	0.00	-22.28	0.71	0.42	2.08	1.77	1.88
