Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	ctrlSubtracted	CLSC	Specificity
NSP16-Nt	geneid:641;refseq:NP_000048;uniprot:P54132	BLM	7|3	10	5.00	2	0|0|5|9|4|0|0|0|3|4|0|0	0.00	0.00	0.00	0.00	0.00	-18.33	0.83	0.38	2.92	1.5	2.23
NSP16-Nt	geneid:675;refseq:NP_000050;uniprot:P51587	BRCA2	30|31	61	30.50	2	4|0|6|15|12|0|0|0|37|31|21|19	0.00	0.00	0.00	0.00	0.00	-61.74	1.03	0.57	18.42	3.93	0.66
NSP16-Nt	geneid:1738;refseq:NP_000099;uniprot:P09622	DLD	12|17	29	14.50	2	4|5|0|0|0|0|0|0|0|0|0|0	0.93	0.99	0.94	0.99	0.94	2.05	4.83	0.01	13.75	19.72	2.26
NSP16-Nt	geneid:2073;refseq:NP_000114;uniprot:P28715	ERCC5	3|8	11	5.50	2	0|0|4|9|7|0|0|0|2|6|12|10	0.00	0.00	0.00	0.00	0.00	-35.91	0.53	0.50	1.33	0.82	1.67
NSP16-Nt	geneid:2271;refseq:NP_000134;uniprot:P07954	FH	11|8	19	9.50	2	4|3|3|0|0|0|0|0|0|0|0|0	0.55	0.91	0.55	0.90	0.55	-1.45	2.85	0.02	8.67	12.41	3.99
NSP16-Nt	geneid:2632;refseq:NP_000149;uniprot:Q04446	GBE1	13|10	23	11.50	2	7|13|8|4|7|0|0|0|6|4|3|5	0.00	0.00	0.00	0.00	0.00	-19.43	1.23	0.42	6.75	7.02	2.31
NSP16-Nt	geneid:2956;refseq:NP_000170;uniprot:P52701	MSH6	4|4	8	4.00	2	0|0|5|9|8|0|0|0|6|6|0|6	0.00	0.00	0.00	0.00	0.00	-22.92	0.52	0.48	0.67	0.36	0.33
NSP16-Nt	geneid:4548;refseq:NP_000245;uniprot:Q99707	MTR	7|10	17	8.50	2	18|13|9|12|11|0|0|0|10|9|9|8	0.00	0.00	0.00	0.00	0.00	-43.21	0.59	0.54	0.25	0.14	0.04
NSP16-Nt	geneid:4771;refseq:NP_000259;uniprot:P35240	NF2	15|12	27	13.50	2	18|17|22|24|17|0|0|0|21|15|20|19	0.00	0.00	0.00	0.00	0.00	-64.61	0.60	0.57	0	0	0
NSP16-Nt	geneid:4952;refseq:NP_000267;uniprot:Q01968	OCRL	17|11	28	14.00	2	27|23|20|21|22|0|0|0|22|24|19|23	0.00	0.00	0.00	0.00	0.00	-76.10	0.57	0.58	0	0	0
NSP16-Nt	geneid:6310;refseq:NP_000323;uniprot:P54253	ATXN1	2|3	5	2.50	2	0|0|6|2|4|0|0|0|2|2|0|0	0.00	0.00	0.00	0.00	0.00	-12.33	0.62	0.36	1.17	1.05	1.52
NSP16-Nt	geneid:2539;refseq:NP_000393;uniprot:P11413	G6PD	87|94	181	90.50	2	168|166|141|96|108|0|2|0|148|145|129|156	0.00	0.00	0.00	0.00	0.00	-470.68	0.55	0.62	0	0	0
NSP16-Nt	geneid:6928;refseq:NP_000449;uniprot:P35680	HNF1B	2|2	4	2.00	2	0|0|4|3|5|0|0|0|3|2|0|2	0.00	0.00	0.00	0.00	0.00	-12.43	0.50	0.38	0.42	0.55	5.93
NSP16-Nt	geneid:5189;refseq:NP_000457;uniprot:O43933	PEX1	4|3	7	3.50	2	6|2|0|0|0|0|0|0|0|0|0|0	0.01	0.02	0.01	0.02	0.01	-5.47	1.31	0.24	2.83	1.61	2.29
NSP16-Nt	geneid:190;refseq:NP_000466;uniprot:P51843	NR0B1	3|4	7	3.50	2	0|0|3|2|0|0|0|0|0|0|0|0	0.16	0.25	0.16	0.24	0.16	-2.44	2.10	0.19	3.08	4.78	6.46
NSP16-Nt	geneid:5096;refseq:NP_000523;uniprot:P05166	PCCB	8|11	19	9.50	2	0|0|0|0|0|2|8|12|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-14.69	1.30	0.36	7.67	10.39	1.58
NSP16-Nt	geneid:211;refseq:NP_000679;uniprot:P13196	ALAS1	10|11	21	10.50	2	0|0|0|0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	16.31	105.00	0.00	10.5	11.98	6.2
NSP16-Nt	geneid:301;refseq:NP_000691;uniprot:P04083	ANXA1	54|53	107	53.50	2	65|84|96|67|70|0|0|0|84|78|79|77	0.00	0.00	0.00	0.00	0.00	-241.67	0.61	0.62	0	0	0
NSP16-Nt	geneid:1728;refseq:NP_000894;uniprot:P15559	NQO1	6|8	14	7.00	2	6|9|6|5|3|0|3|0|7|7|4|4	0.00	0.00	0.00	0.00	0.00	-19.39	0.91	0.43	2.5	6.66	0.41
NSP16-Nt	geneid:5091;refseq:NP_000911;uniprot:P11498	PC	425|420	845	422.50	2	868|884|226|225|242|1091|926|506|838|792|401|516	0.00	0.00	0.00	0.00	0.00	-inf	0.44	0.62	0	0	0
NSP16-Nt	geneid:5430;refseq:NP_000928;uniprot:P24928	POLR2A	9|0	9	4.50	2	3|2|6|10|7|0|0|0|4|4|5|3	0.00	0.00	0.00	0.00	0.00	-33.50	0.59	0.42	0.83	0.31	0.49
NSP16-Nt	geneid:5431;refseq:NP_000929;uniprot:P30876	POLR2B	2|0	2	1.00	2	8|6|4|5|9|0|0|0|5|4|0|2	0.00	0.00	0.00	0.00	0.00	-33.54	0.13	0.62	0	0	0
NSP16-Nt	geneid:6125;refseq:NP_000960;uniprot:P46777	RPL5	24|16	40	20.00	2	27|23|4|0|3|0|3|0|21|23|17|15	0.00	0.00	0.00	0.00	0.00	-64.84	0.82	0.56	8.67	21.31	0.36
