Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	ctrlSubtracted	CLSC	Specificity
NSP5-Nt	geneid:158;refseq:NP_000017;uniprot:P30566	ADSL	2|0	2	1.00	2	0|0|5|2|3|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-14.45	0.30	0.34	0.17	0.24	26
NSP5-Nt	geneid:226;refseq:NP_000025;uniprot:P04075	ALDOA	3|5	8	4.00	2	0|0|0|0|0|0|3|0|0|0|0|0	0.64	0.77	0.63	0.77	0.64	-0.01	4.00	0.02	3.75	7.18	0.86
NSP5-Nt	geneid:641;refseq:NP_000048;uniprot:P54132	BLM	5|3	8	4.00	2	0|0|5|9|4|0|0|0|3|4|0|0	0.00	0.00	0.00	0.00	0.00	-18.28	0.67	0.42	1.92	0.94	1.43
NSP5-Nt	geneid:1738;refseq:NP_000099;uniprot:P09622	DLD	5|4	9	4.50	2	4|5|0|0|0|0|0|0|0|0|0|0	0.01	0.02	0.01	0.02	0.01	-5.36	1.50	0.24	3.75	5.13	0.58
NSP5-Nt	geneid:2010;refseq:NP_000108;uniprot:P50402	EMD	7|11	18	9.00	2	7|9|13|7|8|0|0|0|6|7|8|14	0.00	0.00	0.00	0.00	0.00	-33.94	0.75	0.50	2.42	6.64	0.15
NSP5-Nt	geneid:2073;refseq:NP_000114;uniprot:P28715	ERCC5	5|5	10	5.00	2	0|0|4|9|7|0|0|0|2|6|12|10	0.00	0.00	0.00	0.00	0.00	-31.43	0.48	0.52	0.83	0.49	1.02
NSP5-Nt	geneid:2108;refseq:NP_000117;uniprot:P13804	ETFA	3|4	7	3.50	2	4|3|0|0|0|0|0|0|0|0|0|0	0.02	0.04	0.03	0.04	0.03	-4.47	1.50	0.23	2.92	6.11	0.75
NSP5-Nt	geneid:2271;refseq:NP_000134;uniprot:P07954	FH	4|4	8	4.00	2	4|3|3|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-6.87	1.20	0.28	3.17	4.33	1.33
NSP5-Nt	geneid:2632;refseq:NP_000149;uniprot:Q04446	GBE1	6|6	12	6.00	2	7|13|8|4|7|0|0|0|6|4|3|5	0.00	0.00	0.00	0.00	0.00	-25.64	0.64	0.49	1.25	1.24	0.4
NSP5-Nt	geneid:2956;refseq:NP_000170;uniprot:P52701	MSH6	7|5	12	6.00	2	0|0|5|9|8|0|0|0|6|6|0|6	0.00	0.00	0.00	0.00	0.00	-21.05	0.78	0.45	2.67	1.37	1.36
