Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	ctrlSubtracted	CLSC	Specificity
NSP7-Nt	geneid:367;refseq:NP_000035;uniprot:P10275	AR	5|4	9	4.50	2	2|0|2|0|0|0|0|0|3|5|3|4	0.00	0.00	0.00	0.00	0.00	-9.19	1.12	0.31	2.92	2.4	6.32
NSP7-Nt	geneid:641;refseq:NP_000048;uniprot:P54132	BLM	2|3	5	2.50	2	0|0|5|9|4|0|0|0|3|4|0|0	0.00	0.00	0.00	0.00	0.00	-20.41	0.42	0.45	0.42	0.22	0.3
NSP7-Nt	geneid:675;refseq:NP_000050;uniprot:P51587	BRCA2	53|49	102	51.00	2	4|0|6|15|12|0|0|0|37|31|21|19	0.00	0.00	0.00	0.00	0.00	-36.88	1.72	0.52	38.92	8.62	1.43
NSP7-Nt	geneid:1738;refseq:NP_000099;uniprot:P09622	DLD	6|3	9	4.50	2	4|5|0|0|0|0|0|0|0|0|0|0	0.03	0.05	0.03	0.05	0.03	-6.84	1.50	0.23	3.75	5.58	0.58
NSP7-Nt	geneid:2073;refseq:NP_000114;uniprot:P28715	ERCC5	5|0	5	2.50	2	0|0|4|9|7|0|0|0|2|6|12|10	0.00	0.00	0.00	0.00	0.00	-45.38	0.24	0.52	0	0	0
NSP7-Nt	geneid:2108;refseq:NP_000117;uniprot:P13804	ETFA	3|3	6	3.00	2	4|3|0|0|0|0|0|0|0|0|0|0	0.01	0.01	0.01	0.01	0.01	-4.62	1.29	0.24	2.42	5.5	0.62
NSP7-Nt	geneid:2271;refseq:NP_000134;uniprot:P07954	FH	5|3	8	4.00	2	4|3|3|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-8.34	1.20	0.27	3.17	4.71	1.33
NSP7-Nt	geneid:2632;refseq:NP_000149;uniprot:Q04446	GBE1	12|16	28	14.00	2	7|13|8|4|7|0|0|0|6|4|3|5	0.00	0.00	0.00	0.00	0.00	-16.52	1.50	0.36	9.25	9.97	3.27
NSP7-Nt	geneid:2956;refseq:NP_000170;uniprot:P52701	MSH6	4|7	11	5.50	2	0|0|5|9|8|0|0|0|6|6|0|6	0.00	0.00	0.00	0.00	0.00	-22.86	0.72	0.45	2.17	1.21	1.1
NSP7-Nt	geneid:4548;refseq:NP_000245;uniprot:Q99707	MTR	31|21	52	26.00	2	18|13|9|12|11|0|0|0|10|9|9|8	0.00	0.00	0.00	0.00	0.00	-21.24	1.81	0.31	17.75	10.62	2.76
NSP7-Nt	geneid:4952;refseq:NP_000267;uniprot:Q01968	OCRL	21|20	41	20.50	2	27|23|20|21|22|0|0|0|22|24|19|23	0.00	0.00	0.00	0.00	0.00	-59.25	0.83	0.57	3.75	3.15	0.38
NSP7-Nt	geneid:5830;refseq:NP_000310;uniprot:P50542	PEX5	5|8	13	6.50	2	6|10|5|5|10|0|0|0|11|8|8|5	0.00	0.00	0.00	0.00	0.00	-31.40	0.63	0.50	0.83	1	0.55
NSP7-Nt	geneid:2539;refseq:NP_000393;uniprot:P11413	G6PD	127|132	259	129.50	2	168|166|141|96|108|0|2|0|148|145|129|156	0.00	0.00	0.00	0.00	0.00	-396.41	0.79	0.62	24.58	34.14	1.51
NSP7-Nt	geneid:5189;refseq:NP_000457;uniprot:O43933	PEX1	3|0	3	1.50	2	6|2|0|0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-11.23	0.56	0.27	0.83	0.49	0.61
NSP7-Nt	geneid:2936;refseq:NP_000628;uniprot:P00390	GSR	3|4	7	3.50	2	4|2|4|3|2|0|0|0|4|3|0|0	0.00	0.00	0.00	0.00	0.00	-10.72	0.88	0.33	1.67	2.42	0.28
NSP7-Nt	geneid:301;refseq:NP_000691;uniprot:P04083	ANXA1	63|69	132	66.00	2	65|84|96|67|70|0|0|0|84|78|79|77	0.00	0.00	0.00	0.00	0.00	-223.30	0.75	0.62	7.67	16.78	1.04
NSP7-Nt	geneid:1728;refseq:NP_000894;uniprot:P15559	NQO1	5|8	13	6.50	2	6|9|6|5|3|0|3|0|7|7|4|4	0.00	0.00	0.00	0.00	0.00	-21.07	0.85	0.43	2	5.53	0.33
NSP7-Nt	geneid:5091;refseq:NP_000911;uniprot:P11498	PC	1020|993	2013	1006.50	2	868|884|226|225|242|1091|926|506|838|792|401|516	0.00	0.00	0.00	0.00	0.00	-inf	1.04	0.62	380.25	244.35	0.78
NSP7-Nt	geneid:5430;refseq:NP_000928;uniprot:P24928	POLR2A	5|7	12	6.00	2	3|2|6|10|7|0|0|0|4|4|5|3	0.00	0.00	0.00	0.00	0.00	-20.96	0.78	0.45	2.33	0.9	1.4
NSP7-Nt	geneid:5431;refseq:NP_000929;uniprot:P30876	POLR2B	11|11	22	11.00	2	8|6|4|5|9|0|0|0|5|4|0|2	0.00	0.00	0.00	0.00	0.00	-12.11	1.43	0.37	7.42	4.78	3.2
NSP7-Nt	geneid:6125;refseq:NP_000960;uniprot:P46777	RPL5	16|19	35	17.50	2	27|23|4|0|3|0|3|0|21|23|17|15	0.00	0.00	0.00	0.00	0.00	-64.81	0.72	0.57	6.17	15.73	0.26
NSP7-Nt	geneid:6128;refseq:NP_000961;uniprot:Q02878	RPL6	15|11	26	13.00	2	19|17|12|4|12|7|4|0|16|15|14|13	0.00	0.00	0.00	0.00	0.00	-47.08	0.75	0.54	1.92	5.05	0.1
NSP7-Nt	geneid:6152;refseq:NP_000977;uniprot:P83731	RPL24	2|0	2	1.00	2	5|3|6|3|3|0|3|0|3|3|0|3	0.00	0.00	0.00	0.00	0.00	-20.30	0.21	0.62	0	0	0
NSP7-Nt	geneid:6175;refseq:NP_000993;uniprot:P05388	RPLP0	7|9	16	8.00	2	7|8|13|9|11|0|0|0|7|4|7|8	0.00	0.00	0.00	0.00	0.00	-30.13	0.73	0.50	1.83	4.37	1.08
NSP7-Nt	geneid:6181;refseq:NP_000995;uniprot:P05387	RPLP2	6|8	14	7.00	2	4|2|10|8|3|0|0|0|4|4|0|2	0.00	0.00	0.00	0.00	0.00	-18.12	0.95	0.42	3.92	25.8	12.34
NSP7-Nt	geneid:84632;refseq:NP_001001936;uniprot:Q8N4X5	AFAP1L2	6|9	15	7.50	2	6|6|5|11|6|0|0|0|13|12|12|8	0.00	0.00	0.00	0.00	0.00	-37.32	0.61	0.52	0.92	0.85	1.33
NSP7-Nt	geneid:54812;refseq:NP_001002243;uniprot:Q6ULP2	AFTPH	15|16	31	15.50	2	14|23|13|13|14|0|0|0|20|21|18|26	0.00	0.00	0.00	0.00	0.00	-62.86	0.66	0.57	2	1.67	2
NSP7-Nt	geneid:10051;refseq:NP_001002800;uniprot:Q9NTJ3	SMC4	11|7	18	9.00	2	4|2|3|5|7|0|0|0|4|6|3|0	0.00	0.00	0.00	0.00	0.00	-11.92	1.50	0.29	6.17	3.63	2.4
