Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	ctrlSubtracted	CLSC	Specificity
NSP8-Nt	geneid:226;refseq:NP_000025;uniprot:P04075	ALDOA	5|4	9	4.50	2	0|0|0|0|0|0|3|0|0|0|0|0	0.72	0.77	0.71	0.76	0.72	0.68	4.50	0.01	4.25	8.55	0.95
NSP8-Nt	geneid:367;refseq:NP_000035;uniprot:P10275	AR	2|3	5	2.50	2	2|0|2|0|0|0|0|0|3|5|3|4	0.00	0.00	0.00	0.00	0.00	-12.37	0.62	0.36	0.92	0.73	1.71
NSP8-Nt	geneid:675;refseq:NP_000050;uniprot:P51587	BRCA2	67|62	129	64.50	2	4|0|6|15|12|0|0|0|37|31|21|19	0.00	0.00	0.00	0.00	0.00	-22.65	2.17	0.44	52.42	11.23	1.94
NSP8-Nt	geneid:1738;refseq:NP_000099;uniprot:P09622	DLD	5|4	9	4.50	2	4|5|0|0|0|0|0|0|0|0|0|0	0.01	0.02	0.01	0.02	0.01	-5.30	1.50	0.24	3.75	5.39	0.58
NSP8-Nt	geneid:2010;refseq:NP_000108;uniprot:P50402	EMD	6|6	12	6.00	2	7|9|13|7|8|0|0|0|6|7|8|14	0.00	0.00	0.00	0.00	0.00	-35.86	0.50	0.62	0	0	0
NSP8-Nt	geneid:2108;refseq:NP_000117;uniprot:P13804	ETFA	7|5	12	6.00	2	4|3|0|0|0|0|0|0|0|0|0|0	0.31	0.51	0.30	0.49	0.31	-2.07	2.57	0.17	5.42	11.91	1.42
NSP8-Nt	geneid:2632;refseq:NP_000149;uniprot:Q04446	GBE1	25|25	50	25.00	2	7|13|8|4|7|0|0|0|6|4|3|5	0.85	0.85	0.84	0.84	0.85	1.66	2.68	0.01	20.25	21.12	8.42
NSP8-Nt	geneid:2956;refseq:NP_000170;uniprot:P52701	MSH6	13|10	23	11.50	2	0|0|5|9|8|0|0|0|6|6|0|6	0.00	0.00	0.00	0.00	0.00	-13.44	1.50	0.34	8.17	4.4	4.68
NSP8-Nt	geneid:3030;refseq:NP_000173;uniprot:P40939	HADHA	3|0	3	1.50	2	0|0|2|0|0|0|0|0|0|0|0|0	0.33	0.67	0.33	0.65	0.33	-3.60	2.25	0.17	1.33	1.28	0.21
NSP8-Nt	geneid:4436;refseq:NP_000242;uniprot:P43246	MSH2	3|5	8	4.00	2	0|0|3|0|0|0|0|0|0|0|2|0	0.30	0.51	0.29	0.50	0.30	-2.47	2.40	0.17	3.58	2.81	58.91
NSP8-Nt	geneid:4548;refseq:NP_000245;uniprot:Q99707	MTR	43|36	79	39.50	2	18|13|9|12|11|0|0|0|10|9|9|8	0.60	1.00	0.60	1.00	0.60	-1.41	2.76	0.02	31.25	18.08	5.42
NSP8-Nt	geneid:4952;refseq:NP_000267;uniprot:Q01968	OCRL	18|17	35	17.50	2	27|23|20|21|22|0|0|0|22|24|19|23	0.00	0.00	0.00	0.00	0.00	-64.35	0.71	0.57	0.75	0.61	0.08
NSP8-Nt	geneid:642;refseq:NP_000377;uniprot:Q13867	BLMH	3|0	3	1.50	2	0|0|0|0|0|0|0|0|0|0|0|0	0.50	0.99	0.50	0.99	0.50	-1.40	15.00	0.07	1.5	2.41	3.25
NSP8-Nt	geneid:2539;refseq:NP_000393;uniprot:P11413	G6PD	123|131	254	127.00	2	168|166|141|96|108|0|2|0|148|145|129|156	0.00	0.00	0.00	0.00	0.00	-403.17	0.78	0.62	22.08	29.66	1.36
NSP8-Nt	geneid:3141;refseq:NP_000402;uniprot:P50747	HLCS	4|2	6	3.00	2	3|0|0|2|0|0|7|6|3|0|0|0	0.00	0.00	0.00	0.00	0.00	-17.75	0.56	0.41	1.25	1.26	0.27
NSP8-Nt	geneid:301;refseq:NP_000691;uniprot:P04083	ANXA1	62|56	118	59.00	2	65|84|96|67|70|0|0|0|84|78|79|77	0.00	0.00	0.00	0.00	0.00	-236.02	0.67	0.62	0.67	1.42	0.09
NSP8-Nt	geneid:5091;refseq:NP_000911;uniprot:P11498	PC	1195|1165	2360	1180.00	2	868|884|226|225|242|1091|926|506|838|792|401|516	0.00	0.00	0.00	0.00	0.00	-inf	1.22	0.62	553.75	344.1	1.17
NSP8-Nt	geneid:5430;refseq:NP_000928;uniprot:P24928	POLR2A	10|9	19	9.50	2	3|2|6|10|7|0|0|0|4|4|5|3	0.00	0.00	0.00	0.00	0.00	-14.84	1.24	0.40	5.83	2.17	3.81
