Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR
NSP2-A549-Nt	BirA_R118G_H0QFJ5	BirA_R118G_H0QFJ5	286|151	437	218.50	2	13|9|861|877	0.00	0.00	0.00	0.00	0.00	-inf	0.25	0.55
NSP2-A549-Nt	P51587	BRCA2	7|15	22	11.00	2	0|0|37|31	0.00	0.00	0.00	0.00	0.00	-124.89	0.32	0.55
NSP2-A549-Nt	P50402	EMD	5|5	10	5.00	2	0|0|6|7	0.00	0.00	0.00	0.00	0.00	-16.23	0.77	0.38
NSP2-A549-Nt	Q04446	GBE1	8|5	13	6.50	2	0|0|6|4	0.00	0.00	0.00	0.00	0.00	-10.98	1.30	0.29
NSP2-A549-Nt	P52701	MSH6	2|2	4	2.00	2	0|0|6|6	0.00	0.00	0.00	0.00	0.00	-20.02	0.33	0.55
NSP2-A549-Nt	Q99707	MTR	13|14	27	13.50	2	0|0|10|9	0.00	0.00	0.00	0.00	0.00	-15.31	1.42	0.37
NSP2-A549-Nt	Q01968	OCRL	15|15	30	15.00	2	0|0|22|24	0.00	0.00	0.00	0.00	0.00	-61.12	0.65	0.50
NSP2-A549-Nt	P50542	PEX5	6|9	15	7.50	2	0|0|11|8	0.00	0.00	0.00	0.00	0.00	-25.88	0.79	0.41
NSP2-A549-Nt	P11413	G6PD	125|108	233	116.50	2	2|0|148|145	0.00	0.00	0.00	0.00	0.00	-365.30	0.80	0.54
NSP2-A549-Nt	P50747	HLCS	3|4	7	3.50	2	7|6|3|0	0.00	0.00	0.00	0.00	0.00	-19.94	0.54	0.55
NSP2-A549-Nt	P04083	ANXA1	57|61	118	59.00	2	0|0|84|78	0.00	0.00	0.00	0.00	0.00	-206.87	0.73	0.54
NSP2-A549-Nt	Q07973	CYP24A1	3|3	6	3.00	2	0|0|2|0	0.57	0.57	0.54	0.54	0.57	0.16	3.00	0.02
NSP2-A549-Nt	P15559	NQO1	4|7	11	5.50	2	3|0|7|7	0.00	0.00	0.00	0.00	0.00	-19.92	0.79	0.38
NSP2-A549-Nt	P11498	PC	710|460	1170	585.00	2	926|506|838|792	0.00	0.00	0.00	0.00	0.00	-inf	0.66	0.55
NSP2-A549-Nt	P30876	POLR2B	2|9	11	5.50	2	0|0|5|4	0.01	0.03	0.01	0.03	0.01	-13.92	1.22	0.24
NSP2-A549-Nt	P36578	RPL4	6|3	9	4.50	2	6|0|3|4	0.00	0.00	0.00	0.00	0.00	-13.88	0.90	0.33
NSP2-A549-Nt	P46777	RPL5	15|12	27	13.50	2	3|0|21|23	0.00	0.00	0.00	0.00	0.00	-62.76	0.61	0.49
NSP2-A549-Nt	Q02878	RPL6	16|9	25	12.50	2	4|0|16|15	0.00	0.00	0.00	0.00	0.00	-43.15	0.81	0.45
NSP2-A549-Nt	P18124	RPL7	3|2	5	2.50	2	3|0|0|0	0.17	0.26	0.19	0.28	0.19	-2.26	1.67	0.19
